date,open,high,low,close
2023-04-10,0.92002,0.92013,0.91519,0.92002
2023-04-09,0.91629,0.92315,0.9159,0.91629
2023-04-06,0.91574,0.91903,0.9153,0.91574
2023-04-05,0.91715,0.91865,0.9149,0.91715
2023-04-04,0.9124,0.91698,0.91164,0.9124
2023-04-03,0.9164,0.91879,0.91144,0.9164
2023-04-02,0.92564,0.92684,0.91611,0.92564
2023-03-30,0.91704,0.92076,0.91526,0.91704
2023-03-29,0.9222,0.92362,0.91542,0.9222
2023-03-28,0.92255,0.9241,0.91979,0.92255
2023-03-27,0.92532,0.92558,0.92174,0.92532
2023-03-26,0.9278,0.9304,0.92627,0.9278
2023-03-23,0.92293,0.93293,0.92259,0.92293
2023-03-22,0.91993,0.92008,0.915,0.91993
2023-03-21,0.92814,0.92941,0.9258,0.92814
2023-03-20,0.93291,0.93415,0.92702,0.93291
2023-03-19,0.93643,0.94052,0.93192,0.93643
2023-03-16,0.94214,0.94232,0.93724,0.94214
2023-03-15,0.94488,0.94741,0.94033,0.94488
2023-03-14,0.93217,0.95054,0.92936,0.93217
2023-03-13,0.9324,0.93636,0.93048,0.9324
2023-03-12,0.93601,0.93876,0.93134,0.93601
2023-03-09,0.94476,0.94556,0.9347,0.94476
2023-03-08,0.94791,0.9489,0.9446,0.94791
2023-03-07,0.9478,0.94997,0.94578,0.9478
2023-03-06,0.9356,0.94593,0.9349,0.9356
2023-03-05,0.94107,0.94135,0.93512,0.94107
2023-03-02,0.94342,0.94417,0.9408,0.94342
2023-03-01,0.9373,0.94487,0.93697,0.9373
2023-02-28,0.94542,0.94646,0.93536,0.94542
2023-02-27,0.9424,0.94497,0.93941,0.9424
2023-02-26,0.94744,0.94935,0.94174,0.94744
2023-02-23,0.94357,0.94897,0.94213,0.94357
2023-02-22,0.94288,0.945,0.9407,0.94288
2023-02-21,0.93879,0.9417,0.9376,0.93879
2023-02-20,0.9361,0.93942,0.93496,0.9361
2023-02-19,0.93594,0.93707,0.9341,0.93594
2023-02-16,0.93758,0.94217,0.9362,0.93758
2023-02-15,0.9353,0.93846,0.93264,0.9353
2023-02-14,0.93147,0.93756,0.9307,0.93147
2023-02-13,0.93193,0.93371,0.92606,0.93193
2023-02-12,0.93653,0.93833,0.9324,0.93653
2023-02-09,0.9309,0.93727,0.93008,0.9309
2023-02-08,0.9332,0.93357,0.92675,0.9332
2023-02-07,0.93199,0.93311,0.92935,0.93199
2023-02-06,0.9319,0.93725,0.93058,0.9319
2023-02-05,0.92671,0.93298,0.9259,0.92671
2023-02-02,0.917,0.92498,0.91402,0.917
2023-02-01,0.90803,0.91847,0.9069,0.90803
2023-01-31,0.92073,0.92141,0.91538,0.92073
2023-01-30,0.9216,0.92557,0.9201,0.9216
2023-01-29,0.91984,0.92127,0.91617,0.91984
2023-01-26,0.9179,0.92261,0.9173,0.9179
2023-01-25,0.91558,0.92152,0.9147,0.91558
2023-01-24,0.91843,0.92097,0.91553,0.91843
2023-01-23,0.9196,0.92257,0.9177,0.9196
2023-01-22,0.92041,0.92187,0.91579,0.92038
2023-01-19,0.92303,0.92553,0.9211,0.92303
2023-01-18,0.92611,0.92739,0.9231,0.92611
2023-01-17,0.9265,0.92876,0.91874,0.9265
2023-01-16,0.92335,0.92704,0.92004,0.92335
2023-01-15,0.92382,0.9257,0.9195,0.92382
2023-01-12,0.92079,0.92759,0.92015,0.92079
2023-01-11,0.92885,0.93127,0.92265,0.92885
2023-01-10,0.93119,0.93224,0.9281,0.93119
2023-01-09,0.93169,0.93343,0.92964,0.93169
2023-01-08,0.93841,0.93872,0.92941,0.93841
2023-01-05,0.95037,0.95372,0.94142,0.95037
2023-01-04,0.94283,0.95097,0.9405,0.94283
2023-01-03,0.94815,0.94823,0.9406,0.94815
2023-01-02,0.93653,0.95043,0.9361,0.93653
2023-01-01,0.93373,0.93868,0.9335,0.93373
2022-12-29,0.93802,0.93992,0.93476,0.93802
2022-12-28,0.9408,0.9423,0.93719,0.9408
2022-12-27,0.9401,0.94216,0.93683,0.9401
2022-12-26,0.93983,0.94229,0.93729,0.93983
2022-12-25,0.9374,0.9426,0.9401,0.9374
2022-12-22,0.9431,0.94447,0.94063,0.9431
2022-12-21,0.9425,0.94482,0.93831,0.9425
2022-12-20,0.941,0.94366,0.93954,0.941
2022-12-19,0.9421,0.94512,0.93848,0.9421
2022-12-18,0.94473,0.94543,0.93817,0.94473
2022-12-15,0.9398,0.94345,0.9378,0.9398
2022-12-14,0.93665,0.94274,0.93235,0.93665
2022-12-13,0.94103,0.94161,0.93722,0.94103
2022-12-12,0.94861,0.94973,0.9373,0.94861
2022-12-11,0.95037,0.95174,0.94525,0.95037
2022-12-08,0.947,0.95057,0.94443,0.947
2022-12-07,0.95118,0.95314,0.94669,0.95118
2022-12-06,0.9552,0.95751,0.94821,0.9552
2022-12-05,0.95266,0.95447,0.94948,0.95266
2022-12-04,0.94839,0.95307,0.94392,0.94839
2022-12-01,0.94981,0.95839,0.9483,0.94981
2022-11-30,0.9592,0.96173,0.94954,0.9592
2022-11-29,0.96857,0.9716,0.96204,0.96857
2022-11-28,0.9666,0.96848,0.96208,0.9666
2022-11-27,0.96455,0.96689,0.95268,0.96455
2022-11-24,0.96079,0.96561,0.95886,0.96079
2022-11-23,0.96004,0.96305,0.9571,0.96004
2022-11-22,0.96983,0.97105,0.9632,0.96983
2022-11-21,0.97602,0.97624,0.9718,0.97602
2022-11-20,0.96797,0.9778,0.96775,0.96797
2022-11-17,0.96509,0.96824,0.96192,0.96509
2022-11-16,0.962,0.96998,0.96101,0.962
2022-11-15,0.96545,0.96745,0.9581,0.96545
2022-11-14,0.96906,0.96957,0.95461,0.96906
2022-11-13,0.96819,0.97337,0.96616,0.96819
2022-11-10,0.98114,0.98365,0.96727,0.98114
2022-11-09,0.99805,1.00626,0.98203,0.99805
2022-11-08,0.99198,0.99875,0.9912,0.99198
2022-11-07,0.99814,1.0024,0.99067,0.99814
2022-11-06,1.00717,1.00812,0.9995,1.00717
2022-11-03,1.02568,1.0258,1.00622,1.02568
2022-11-02,1.01891,1.02762,1.0163,1.01891
2022-11-01,1.01236,1.01342,1.00872,1.01236
2022-10-31,1.0115,1.01398,1.00486,1.0115
2022-10-30,1.00452,1.01281,1.0032,1.00452
2022-10-27,1.00323,1.0069,1.0001,1.00323
2022-10-26,0.99089,1.00236,0.9906,0.99089
2022-10-25,1.00364,1.00557,0.99201,1.00364
2022-10-24,1.01148,1.015,1.00247,1.01148
2022-10-23,1.01419,1.01948,1.01116,1.01419
2022-10-20,1.02261,1.03015,1.01451,1.02261
2022-10-19,1.02391,1.02506,1.01573,1.02391
2022-10-18,1.0138,1.02457,1.01348,1.0138
2022-10-17,1.0156,1.01889,1.0128,1.0156
2022-10-16,1.02676,1.02833,1.01553,1.02676
2022-10-13,1.0255,1.02992,1.02001,1.0255
2022-10-12,1.03008,1.03778,1.02092,1.03008
2022-10-11,1.03091,1.03416,1.02743,1.03091
2022-10-10,1.02986,1.0337,1.02479,1.02986
2022-10-09,1.02722,1.03279,1.0254,1.02722
2022-10-06,1.02155,1.02757,1.01874,1.02155
2022-10-05,1.00898,1.02152,1.00742,1.00898
2022-10-04,1.00157,1.01673,1.00058,1.00157
2022-10-03,1.01708,1.01971,1.00199,1.01708
2022-10-02,1.02117,1.02526,1.01582,1.02117
2022-09-29,1.01734,1.02711,1.01523,1.01734
2022-09-28,1.03006,1.03753,1.02173,1.03006
2022-09-27,1.04208,1.0482,1.03239,1.04208
2022-09-26,1.0391,1.04226,1.03412,1.0391
2022-09-25,1.032,1.04359,1.03094,1.032
2022-09-22,1.0161,1.03051,1.015,1.0161
2022-09-21,1.01722,1.01926,1.00947,1.01722
2022-09-20,1.00293,1.01326,1.0026,1.00293
2022-09-19,0.99705,1.00431,0.995,0.99705
2022-09-18,0.99777,1.00333,0.9972,0.99777
2022-09-15,1.00117,1.00545,0.99645,1.00117
2022-09-14,1.0016,1.00427,0.99821,1.0016
2022-09-13,1.0018,1.00365,0.99773,1.0018
2022-09-12,0.98721,1.00042,0.9816,0.98721
2022-09-11,0.99291,0.99357,0.9807,0.99291
2022-09-08,0.9988,0.99907,0.9889,0.9988
2022-09-07,1.00043,1.0067,0.9971,1.00043
2022-09-06,1.01031,1.01237,1.0045,1.01031
2022-09-05,1.0048,1.01367,1.00147,1.0048
2022-09-04,1.00914,1.01206,1.00568,1.00914
2022-09-01,1.00479,1.0049,0.99668,1.00479
2022-08-31,0.99611,1.00833,0.99544,0.99611
2022-08-30,0.9975,1.00284,0.99232,0.9975
2022-08-29,0.9986,1.00166,0.9948,0.9986
2022-08-28,1.00617,1.00858,0.9969,1.00617
2022-08-25,1.00288,1.0053,0.99125,1.00288
2022-08-24,1.0031,1.00434,0.99695,1.0031
2022-08-23,1.00332,1.00888,1.00018,1.00332
2022-08-22,1.00609,1.00978,0.9981,1.00609
2022-08-21,0.99649,1.00728,0.9952,0.99649
2022-08-18,0.99109,0.99639,0.9889,0.99109
2022-08-17,0.9823,0.98881,0.981,0.9823
2022-08-16,0.98322,0.98541,0.9806,0.98322
2022-08-15,0.98406,0.98781,0.98093,0.98406
2022-08-14,0.975,0.9821,0.97398,0.975
2022-08-11,0.9693,0.9766,0.9683,0.9693
2022-08-10,0.9708,0.97311,0.9647,0.9708
2022-08-09,0.97961,0.9801,0.9644,0.97961
2022-08-08,0.98062,0.98143,0.9759,0.98062
2022-08-07,0.9832,0.98425,0.9783,0.9832
2022-08-04,0.97582,0.98584,0.9757,0.97582
2022-08-03,0.98448,0.98464,0.97728,0.98448
2022-08-02,0.98467,0.98783,0.97966,0.98467
2022-08-01,0.97453,0.98196,0.97152,0.97453
2022-07-31,0.9796,0.97947,0.973,0.9796
2022-07-28,0.98113,0.98536,0.97525,0.98113
2022-07-27,0.9795,0.98856,0.97722,0.9795
2022-07-26,0.98721,0.98937,0.9831,0.98721
2022-07-25,0.978,0.98873,0.9757,0.978
2022-07-24,0.98037,0.98226,0.975,0.98037
2022-07-21,0.97837,0.98678,0.97512,0.97837
2022-07-20,0.98205,0.98395,0.9732,0.98205
2022-07-19,0.97739,0.98271,0.97353,0.97739
2022-07-18,0.98569,0.98759,0.97388,0.98569
2022-07-17,0.99046,0.99183,0.9805,0.99046
2022-07-14,0.99744,0.99894,0.9903,0.99744
2022-07-13,0.99674,1.00466,0.9951,0.99674
2022-07-12,0.9967,1.00011,0.98851,0.9967
2022-07-11,0.99527,0.99989,0.99267,0.99527
2022-07-10,0.98366,0.9946,0.9835,0.98366
2022-07-07,0.9833,0.99209,0.98125,0.9833
2022-07-06,0.9817,0.9849,0.97855,0.9817
2022-07-05,0.97488,0.98404,0.97334,0.97488
2022-07-04,0.95848,0.97682,0.95707,0.95848
2022-07-03,0.95841,0.95987,0.9557,0.95841
2022-06-30,0.95441,0.96433,0.95439,0.95441
2022-06-29,0.95725,0.96303,0.95431,0.95725
2022-06-28,0.95025,0.95529,0.9491,0.95025
2022-06-27,0.9451,0.95186,0.94295,0.9451
2022-06-26,0.94642,0.94779,0.94213,0.94642
2022-06-23,0.95056,0.95114,0.94615,0.95056
2022-06-22,0.9466,0.95379,0.94512,0.9466
2022-06-21,0.94943,0.95494,0.94314,0.94943
2022-06-20,0.9505,0.95109,0.94501,0.9505
2022-06-19,0.95316,0.95362,0.9483,0.95316
2022-06-16,0.94815,0.95734,0.94771,0.94815
2022-06-15,0.95637,0.96315,0.94964,0.95637
2022-06-14,0.9578,0.96281,0.95173,0.9578
2022-06-13,0.96014,0.9617,0.95398,0.96014
2022-06-12,0.95329,0.95978,0.9526,0.95329
2022-06-09,0.94169,0.95168,0.93966,0.94169
2022-06-08,0.93304,0.93922,0.9285,0.93304
2022-06-07,0.9347,0.93692,0.93038,0.9347
2022-06-06,0.93533,0.93872,0.9338,0.93533
2022-06-05,0.93231,0.9358,0.93,0.93231
2022-06-02,0.93014,0.934,0.9289,0.93014
2022-06-01,0.9386,0.93935,0.93123,0.9386
2022-05-31,0.93161,0.94058,0.93139,0.93161
2022-05-30,0.9282,0.93614,0.92808,0.9282
2022-05-29,0.93184,0.93219,0.9272,0.93184
2022-05-26,0.93171,0.93475,0.92893,0.93171
2022-05-25,0.93575,0.93769,0.93208,0.93575
2022-05-24,0.9314,0.93949,0.9314,0.9314
2022-05-23,0.93615,0.93791,0.93055,0.93615
2022-05-22,0.94609,0.94619,0.93543,0.94609
2022-05-19,0.94527,0.94867,0.9435,0.94527
2022-05-18,0.95486,0.95547,0.94357,0.95486
2022-05-17,0.94806,0.95307,0.9466,0.94806
2022-05-16,0.95795,0.95855,0.94753,0.95795
2022-05-15,0.96148,0.96234,0.95804,0.96148
2022-05-12,0.96343,0.966,0.95975,0.96343
2022-05-11,0.95125,0.96399,0.94969,0.95125
2022-05-10,0.9494,0.95174,0.94557,0.9494
2022-05-09,0.94645,0.94991,0.94466,0.94645
2022-05-08,0.94947,0.95269,0.94588,0.94947
2022-05-05,0.94879,0.95371,0.94354,0.94879
2022-05-04,0.9414,0.95196,0.93985,0.9414
2022-05-03,0.9498,0.95179,0.9464,0.9498
2022-05-02,0.95156,0.95289,0.94539,0.95156
2022-05-01,0.94913,0.95202,0.94628,0.94913
2022-04-28,0.952,0.95189,0.94425,0.952
2022-04-27,0.94741,0.95485,0.94677,0.94741
2022-04-26,0.93953,0.95087,0.9384,0.93953
2022-04-25,0.93334,0.93944,0.9312,0.93334
2022-04-24,0.92498,0.93455,0.92488,0.92498
2022-04-21,0.92292,0.92826,0.9213,0.92292
2022-04-20,0.92167,0.92384,0.91452,0.92167
2022-04-19,0.9264,0.92723,0.9202,0.9264
2022-04-18,0.92749,0.9292,0.92489,0.92749
2022-04-17,0.92462,0.92733,0.92457,0.92462
2022-04-14,0.92413,0.92603,0.92392,0.92413
2022-04-13,0.91772,0.92949,0.91553,0.91772
2022-04-12,0.92369,0.92504,0.91964,0.92369
2022-04-11,0.91929,0.9215,0.9171,0.91929
2022-04-10,0.9187,0.91957,0.91468,0.9187
2022-04-07,0.9204,0.92277,0.91811,0.9204
2022-04-06,0.91758,0.9202,0.91449,0.91758
2022-04-05,0.91689,0.91948,0.91429,0.91689
2022-04-04,0.91109,0.91564,0.9098,0.91109
2022-04-03,0.9052,0.91067,0.9044,0.9052
2022-03-31,0.90315,0.90664,0.9029,0.90315
2022-03-30,0.89591,0.90302,0.89421,0.89591
2022-03-29,0.90159,0.90179,0.89526,0.90159
2022-03-28,0.9096,0.91154,0.89796,0.9096
2022-03-27,0.91059,0.91363,0.90936,0.91059
2022-03-24,0.90835,0.9105,0.9059,0.9083
2022-03-23,0.90857,0.91158,0.90799,0.90857
2022-03-22,0.90661,0.91193,0.90563,0.90664
2022-03-21,0.90774,0.91228,0.90533,0.90767
2022-03-20,0.90562,0.90694,0.90361,0.90554
2022-03-17,0.90099,0.90865,0.89945,0.90094
2022-03-16,0.90724,0.90734,0.90005,0.90728
2022-03-15,0.9118,0.91276,0.9059,0.91163
2022-03-14,0.91363,0.91412,0.90758,0.91381
2022-03-13,0.9147,0.91722,0.91017,0.91474
2022-03-10,0.90809,0.91452,0.90564,0.90794
2022-03-09,0.90307,0.91057,0.89959,0.90303
2022-03-08,0.91736,0.91761,0.90162,0.91758
2022-03-07,0.92,0.92156,0.91557,0.92036
2022-03-06,0.91963,0.92519,0.91485,0.91958
2022-03-03,0.9034,0.91827,0.9034,0.9036
2022-03-02,0.8998,0.90581,0.8996,0.8999
2022-03-01,0.89839,0.90428,0.89751,0.89825
2022-02-28,0.89169,0.90073,0.8903,0.89159
2022-02-27,0.89437,0.89741,0.88932,0.89437
2022-02-24,0.89359,0.89541,0.88762,0.8936
2022-02-23,0.88449,0.90005,0.88449,0.88451
2022-02-22,0.88257,0.88438,0.8803,0.88268
2022-02-21,0.8842,0.88581,0.87999,0.8842
2022-02-20,0.8836,0.88385,0.8783,0.88361
2022-02-17,0.87998,0.88372,0.87899,0.87978
2022-02-16,0.87925,0.8828,0.8782,0.8791
2022-02-15,0.88062,0.88141,0.87772,0.88053
2022-02-14,0.88448,0.8845,0.8796,0.88446
2022-02-13,0.87983,0.88552,0.87959,0.87989
2022-02-10,0.87629,0.87941,0.87573,0.876
2022-02-09,0.87556,0.87867,0.87,0.87554
2022-02-08,0.87557,0.87694,0.87359,0.87556
2022-02-07,0.87406,0.87742,0.8733,0.8739
2022-02-06,0.87301,0.87591,0.8726,0.87297
2022-02-03,0.8745,0.87616,0.8708,0.87445
2022-02-02,0.88496,0.88715,0.87331,0.88496
2022-02-01,0.88707,0.88755,0.88266,0.887
2022-01-31,0.89054,0.8911,0.8866,0.8905
2022-01-30,0.89675,0.89726,0.89151,0.89667
2022-01-27,0.89717,0.89901,0.89525,0.8971
2022-01-26,0.8895,0.89819,0.8893,0.8894
2022-01-25,0.88468,0.88715,0.8839,0.8846
2022-01-24,0.88309,0.88756,0.883,0.88307
2022-01-23,0.88176,0.88563,0.88176,0.88172
2022-01-20,0.88375,0.88478,0.8802,0.88388
2022-01-19,0.88156,0.8826,0.87959,0.88157
2022-01-18,0.88261,0.88343,0.88053,0.88264
2022-01-17,0.8762,0.88264,0.8754,0.87638
2022-01-16,0.87626,0.87772,0.87454,0.87637
2022-01-13,0.87286,0.87642,0.8708,0.87282
2022-01-12,0.87414,0.8744,0.87115,0.874
2022-01-11,0.8795,0.88061,0.87466,0.87978
2022-01-10,0.8824,0.88374,0.87958,0.88258
2022-01-09,0.88079,0.88587,0.8803,0.88075
2022-01-06,0.88528,0.8857,0.8803,0.8852
2022-01-05,0.884,0.88609,0.88256,0.8839
2022-01-04,0.8861,0.88671,0.8814,0.88624
2022-01-03,0.8848,0.88704,0.88316,0.88478
2022-01-02,0.87921,0.8861,0.87905,0.87924
2021-12-30,0.88314,0.88456,0.8788,0.883
2021-12-29,0.8803,0.8849,0.8803,0.88027
2021-12-28,0.88391,0.88689,0.87951,0.8838
2021-12-27,0.88263,0.88571,0.88214,0.88261
2021-12-26,0.88309,0.88463,0.88222,0.88306
2021-12-23,0.88303,0.8843,0.8815,0.88282
2021-12-22,0.8826,0.88562,0.8814,0.8827
2021-12-21,0.8857,0.88768,0.88168,0.88593
2021-12-20,0.88678,0.88796,0.8847,0.88672
2021-12-19,0.88948,0.88989,0.8846,0.8894
2021-12-16,0.88219,0.88744,0.88113,0.88229
2021-12-15,0.8855,0.88636,0.88,0.88568
2021-12-14,0.8882,0.88895,0.88668,0.888
2021-12-13,0.88626,0.88758,0.8828,0.8861
2021-12-12,0.88408,0.88782,0.8837,0.88403
2021-12-09,0.88542,0.88752,0.88319,0.88548
2021-12-08,0.88152,0.88657,0.8814,0.8814
2021-12-07,0.88707,0.88734,0.88191,0.8868
2021-12-06,0.88617,0.89037,0.885,0.886
2021-12-05,0.88475,0.88739,0.88417,0.88458
2021-12-02,0.88442,0.88752,0.88247,0.88447
2021-12-01,0.88342,0.88481,0.8812,0.88343
2021-11-30,0.88261,0.88463,0.8804,0.88259
2021-11-29,0.88546,0.8892,0.8786,0.88547
2021-11-28,0.88565,0.88819,0.88511,0.88549
2021-11-25,0.89214,0.89222,0.88324,0.89209
2021-11-24,0.8923,0.89254,0.8904,0.89262
2021-11-23,0.88937,0.89383,0.88853,0.88929
2021-11-22,0.8894,0.8907,0.88704,0.88951
2021-11-21,0.88686,0.88982,0.8857,0.88686
2021-11-18,0.8795,0.8887,0.8795,0.87963
2021-11-17,0.88354,0.88378,0.8803,0.8833
2021-11-16,0.88369,0.88727,0.8823,0.8833
2021-11-15,0.87971,0.88256,0.87819,0.87978
2021-11-14,0.87395,0.87589,0.87228,0.874
2021-11-11,0.87353,0.87458,0.87261,0.8733
2021-11-10,0.87065,0.87299,0.8702,0.87063
2021-11-09,0.86254,0.86855,0.8622,0.8624
2021-11-08,0.86291,0.86429,0.8614,0.8627
2021-11-07,0.86442,0.86567,0.8624,0.86439
2021-11-04,0.8653,0.8685,0.8647,0.8654
2021-11-03,0.8609,0.86736,0.8608,0.8609
2021-11-02,0.8635,0.86478,0.86214,0.8636
2021-11-01,0.86194,0.86362,0.86096,0.8621
2021-10-31,0.8651,0.86605,0.86257,0.8653
2021-10-28,0.85589,0.86605,0.8553,0.8559
2021-10-27,0.86215,0.86332,0.8552,0.86206
2021-10-26,0.8622,0.86316,0.86026,0.8622
2021-10-25,0.8612,0.86312,0.85992,0.8612
2021-10-24,0.85901,0.86257,0.857,0.8591
2021-10-21,0.86015,0.86041,0.85807,0.86019
2021-10-20,0.85819,0.85961,0.8569,0.858
2021-10-19,0.85956,0.86073,0.85807,0.8597
2021-10-18,0.86099,0.86099,0.8569,0.86104
2021-10-17,0.86237,0.86408,0.86117,0.86229
2021-10-14,0.86276,0.8629,0.8606,0.8627
2021-10-13,0.8621,0.86321,0.86021,0.8621
2021-10-12,0.86723,0.86726,0.86363,0.867
2021-10-11,0.86558,0.86701,0.8643,0.86552
2021-10-10,0.86461,0.86558,0.863,0.8646
2021-10-07,0.86511,0.86636,0.86328,0.86507
2021-10-06,0.8654,0.86585,0.8642,0.8654
2021-10-05,0.86243,0.86729,0.8621,0.86236
2021-10-04,0.86084,0.86333,0.8604,0.8607
2021-10-03,0.86153,0.86292,0.8591,0.86153
2021-09-30,0.86399,0.86476,0.8614,0.86397
2021-09-29,0.8619,0.8643,0.8612,0.86195
2021-09-28,0.85566,0.86132,0.85529,0.8557
2021-09-27,0.85499,0.8569,0.85426,0.85494
2021-09-26,0.85309,0.85568,0.85266,0.85302
2021-09-23,0.85166,0.85458,0.8512,0.85177
2021-09-22,0.85551,0.85586,0.85099,0.8556
2021-09-21,0.8528,0.85345,0.85146,0.85303
2021-09-20,0.85283,0.85354,0.85114,0.8525
2021-09-19,0.8526,0.85466,0.852,0.85252
2021-09-16,0.84999,0.85254,0.8482,0.8498
2021-09-15,0.84607,0.85094,0.8458,0.84602
2021-09-14,0.8472,0.84739,0.84509,0.8471
2021-09-13,0.84669,0.84731,0.8441,0.8466
2021-09-12,0.84656,0.84957,0.8462,0.8466
2021-09-09,0.84577,0.84607,0.84367,0.8456
2021-09-08,0.846,0.84702,0.8445,0.84609
2021-09-07,0.8442,0.84723,0.8436,0.84434
2021-09-06,0.84218,0.84472,0.8412,0.8421
2021-09-05,0.84133,0.84338,0.8413,0.84133
2021-09-02,0.84216,0.84259,0.8398,0.842
2021-09-01,0.84443,0.84497,0.8423,0.84453
2021-08-31,0.8466,0.84781,0.84317,0.84672
2021-08-30,0.8475,0.84771,0.8442,0.84768
2021-08-29,0.84746,0.84857,0.8466,0.84753
2021-08-26,0.85085,0.85208,0.8472,0.8506
2021-08-25,0.8494,0.85122,0.8488,0.8493
2021-08-24,0.8507,0.85262,0.8503,0.85084
2021-08-23,0.8513,0.85265,0.84999,0.85146
2021-08-22,0.85472,0.85502,0.85155,0.85488
2021-08-19,0.8564,0.85727,0.85536,0.85641
2021-08-18,0.85442,0.85699,0.8542,0.85446
2021-08-17,0.854,0.85493,0.85244,0.85399
2021-08-16,0.8489,0.85393,0.8486,0.8489
2021-08-15,0.84772,0.84976,0.8472,0.84784
2021-08-12,0.85207,0.85244,0.84724,0.85206
2021-08-11,0.85164,0.85287,0.85099,0.85165
2021-08-10,0.85326,0.85423,0.85129,0.853
2021-08-09,0.85186,0.85392,0.8515,0.8519
2021-08-08,0.851,0.85166,0.8495,0.8511
2021-08-05,0.84508,0.8506,0.8449,0.8449
2021-08-04,0.8446,0.84532,0.84324,0.84478
2021-08-03,0.84252,0.845,0.8402,0.8425
2021-08-02,0.84211,0.84348,0.84062,0.84213
2021-08-01,0.84279,0.8432,0.84041,0.84267
2021-07-29,0.8409,0.84349,0.83956,0.84083
2021-07-28,0.84411,0.84447,0.8409,0.84417
2021-07-27,0.84585,0.84848,0.8453,0.8458
2021-07-26,0.847,0.84949,0.8448,0.8469
2021-07-25,0.8494,0.85001,0.8462,0.84937
2021-07-22,0.84936,0.85063,0.8485,0.84942
2021-07-21,0.8478,0.84986,0.84532,0.84798
2021-07-20,0.8485,0.8508,0.84726,0.8486
2021-07-19,0.848,0.85055,0.84717,0.8479
2021-07-18,0.84663,0.85003,0.84579,0.84645
2021-07-15,0.84652,0.84789,0.84581,0.84661
2021-07-14,0.84507,0.84703,0.8438,0.84507
2021-07-13,0.8493,0.84943,0.84545,0.84923
2021-07-12,0.84282,0.84793,0.8419,0.8428
2021-07-11,0.8422,0.84483,0.8416,0.84225
2021-07-08,0.8441,0.84565,0.84213,0.84402
2021-07-07,0.84792,0.84859,0.84272,0.84793
2021-07-06,0.846,0.84872,0.8445,0.8457
2021-07-05,0.84306,0.84638,0.8406,0.8429
2021-07-04,0.84346,0.84374,0.84161,0.84344
2021-07-01,0.84409,0.84607,0.8431,0.84415
2021-06-30,0.8435,0.84473,0.84147,0.8434
2021-06-29,0.84034,0.84418,0.8396,0.8402
2021-06-28,0.8382,0.84172,0.8382,0.8383
2021-06-27,0.83737,0.84001,0.8371,0.83737
2021-06-24,0.83837,0.83837,0.83511,0.8382
2021-06-23,0.83811,0.83893,0.83635,0.838
2021-06-22,0.8377,0.83922,0.83542,0.83775
2021-06-21,0.83952,0.84158,0.8391,0.83945
2021-06-20,0.84253,0.84397,0.83889,0.8422
2021-06-17,0.8394,0.8438,0.8384,0.83939
2021-06-16,0.8339,0.83984,0.8328,0.83364
2021-06-15,0.82471,0.82574,0.82406,0.8246
2021-06-14,0.8248,0.82625,0.8231,0.82493
2021-06-13,0.82571,0.82677,0.8243,0.82575
2021-06-10,0.82148,0.82679,0.82001,0.82152
2021-06-09,0.8212,0.82336,0.8202,0.82088
2021-06-08,0.82157,0.82157,0.8184,0.8215
2021-06-07,0.82037,0.82192,0.8199,0.8201
2021-06-06,0.82198,0.82338,0.81954,0.8218
2021-06-03,0.82438,0.82607,0.8205,0.8242
2021-06-02,0.8189,0.82502,0.8186,0.81901
2021-06-01,0.81846,0.82198,0.8177,0.81848
2021-05-31,0.81739,0.81869,0.81605,0.81747
2021-05-30,0.82034,0.82074,0.8174,0.82034
2021-05-27,0.82016,0.82417,0.8196,0.82013
2021-05-26,0.82032,0.82131,0.81853,0.82017
2021-05-25,0.8164,0.81967,0.81533,0.81639
2021-05-24,0.8187,0.81884,0.8152,0.81869
2021-05-23,0.82094,0.8213,0.8177,0.8208
2021-05-20,0.8178,0.82144,0.81686,0.81797
2021-05-19,0.8215,0.82163,0.81773,0.8215
2021-05-18,0.8179,0.82022,0.81646,0.81806
2021-05-17,0.82269,0.82277,0.8175,0.82258
2021-05-16,0.82321,0.82457,0.82169,0.82302
2021-05-13,0.8278,0.8284,0.8232,0.828
2021-05-12,0.82803,0.82966,0.826,0.82792
2021-05-11,0.82335,0.82863,0.823,0.82342
2021-05-10,0.82358,0.82471,0.82104,0.82366
2021-05-09,0.82186,0.8239,0.8212,0.82162
2021-05-06,0.82878,0.82964,0.822,0.8286
2021-05-05,0.8327,0.83375,0.8285,0.83278
2021-05-04,0.8322,0.83422,0.8313,0.83229
2021-05-03,0.8292,0.83333,0.82898,0.8291
2021-05-02,0.8315,0.8323,0.82795,0.83141
2021-04-29,0.82475,0.83162,0.8245,0.8246
2021-04-28,0.82401,0.82616,0.8229,0.824
2021-04-27,0.82723,0.82935,0.8263,0.82711
2021-04-26,0.82787,0.82933,0.827,0.8277
2021-04-25,0.82716,0.82893,0.8252,0.82714
2021-04-22,0.83209,0.83237,0.82795,0.83231
2021-04-21,0.83069,0.83306,0.8285,0.83072
2021-04-20,0.83108,0.83333,0.8302,0.83109
2021-04-19,0.8303,0.83134,0.8277,0.8302
2021-04-18,0.83554,0.83728,0.83,0.83546
2021-04-15,0.83537,0.83676,0.8337,0.8353
2021-04-14,0.83456,0.83627,0.83381,0.8343
2021-04-13,0.8363,0.83669,0.83459,0.83653
